Age,Sex,Province,Vehicle
71.0,หญิง,นครพนม,รถจักรยานยนต์
74.0,ชาย,นครพนม,รถจักรยานยนต์
21.0,ชาย,พังงา,รถจักรยานยนต์
20.0,ชาย,ลำปาง,รถจักรยานยนต์
23.0,หญิง,อุบลราชธานี,รถจักรยานยนต์
70.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
26.0,ชาย,มุกดาหาร,รถจักรยานยนต์
48.0,หญิง,พังงา,รถจักรยานยนต์
44.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
32.0,ชาย,มุกดาหาร,รถจักรยานยนต์
55.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
63.0,ชาย,สุโขทัย,รถจักรยานยนต์
22.0,ชาย,เลย,รถจักรยานยนต์
72.0,หญิง,ตาก,รถยนต์
72.0,ชาย,สกลนคร,รถจักรยานยนต์
58.0,ชาย,สกลนคร,รถจักรยานยนต์
29.0,ชาย,สงขลา,รถยนต์
32.0,หญิง,ภูเก็ต,รถจักรยานยนต์
44.0,หญิง,สกลนคร,รถจักรยานยนต์
22.0,ชาย,นครสวรรค์,รถจักรยานยนต์
18.0,ชาย,แพร่,รถจักรยานยนต์
49.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
29.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
75.0,หญิง,สกลนคร,รถจักรยานยนต์
82.0,ชาย,ภูเก็ต,รถจักรยานยนต์
51.0,หญิง,สงขลา,รถยนต์
26.0,ชาย,นครราชสีมา,รถจักรยานยนต์
22.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
58.0,ชาย,หนองคาย,รถจักรยานยนต์
17.0,ชาย,ลพบุรี,รถจักรยานยนต์
12.0,หญิง,สกลนคร,รถจักรยานยนต์
40.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
35.0,ชาย,ลพบุรี,รถยนต์
78.0,ชาย,นครสวรรค์,รถจักรยานยนต์
53.0,หญิง,นครราชสีมา,รถจักรยานยนต์
55.0,ชาย,สกลนคร,รถยนต์
57.0,ชาย,นครพนม,รถจักรยานยนต์
67.0,หญิง,นครราชสีมา,รถจักรยานยนต์
31.0,หญิง,นครราชสีมา,รถจักรยานยนต์
17.0,หญิง,นครราชสีมา,รถจักรยานยนต์
16.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
83.0,ชาย,นครราชสีมา,รถจักรยานยนต์
48.0,หญิง,พิษณุโลก,รถยนต์
58.0,ชาย,แพร่,รถจักรยานยนต์
60.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
43.0,ชาย,ยโสธร,รถจักรยานยนต์
56.0,ชาย,สุโขทัย,รถจักรยานยนต์
21.0,ชาย,สุราษฎร์ธานี,รถยนต์
28.0,หญิง,พิษณุโลก,รถจักรยานยนต์
22.0,ชาย,นครราชสีมา,รถจักรยานยนต์
60.0,หญิง,ชัยนาท,รถจักรยานยนต์
73.0,หญิง,แพร่,รถยนต์
48.0,ชาย,พิษณุโลก,รถจักรยานยนต์
34.0,ชาย,พิษณุโลก,รถจักรยานยนต์
50.0,ชาย,นครราชสีมา,รถจักรยานยนต์
18.0,ชาย,พิษณุโลก,รถจักรยานยนต์
60.0,หญิง,นครราชสีมา,รถจักรยาน
28.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
17.0,ชาย,นครพนม,รถจักรยานยนต์
76.0,ชาย,เชียงใหม่,รถจักรยานยนต์
27.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
20.0,หญิง,มหาสารคาม,รถจักรยานยนต์
13.0,หญิง,นครราชสีมา,รถจักรยานยนต์
58.0,ชาย,สตูล,รถจักรยานยนต์
59.0,หญิง,นครราชสีมา,รถจักรยานยนต์
56.0,ชาย,นครราชสีมา,รถจักรยานยนต์
69.0,หญิง,นครราชสีมา,รถจักรยานยนต์
65.0,ชาย,เพชรบุรี,รถจักรยานยนต์
41.0,ชาย,เชียงราย,รถจักรยานยนต์
51.0,ชาย,นครสวรรค์,รถจักรยานยนต์
30.0,ชาย,นครราชสีมา,รถจักรยานยนต์
47.0,ชาย,ตรัง,คนเดินเท้า
74.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
47.0,ชาย,ตาก,รถจักรยานยนต์
54.0,ชาย,ยโสธร,รถจักรยานยนต์
38.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
37.0,หญิง,ตรัง,คนเดินเท้า
30.0,หญิง,เชียงใหม่,รถยนต์
34.0,ชาย,นครสวรรค์,รถจักรยานยนต์
64.0,หญิง,ตรัง,คนเดินเท้า
22.0,ชาย,ตาก,รถจักรยานยนต์
14.0,ชาย,ระนอง,รถจักรยานยนต์
61.0,ชาย,นครราชสีมา,รถจักรยานยนต์
45.0,ชาย,เชียงราย,รถจักรยานยนต์
20.0,ชาย,สุรินทร์,รถจักรยานยนต์
65.0,ชาย,บุรีรัมย์,รถจักรยาน
21.0,หญิง,นครพนม,รถจักรยานยนต์
26.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
73.0,ชาย,กระบี่,รถจักรยานยนต์
24.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
58.0,ชาย,ชัยภูมิ,รถจักรยานยนต์
41.0,ชาย,เชียงราย,รถจักรยานยนต์
62.0,หญิง,พิษณุโลก,รถยนต์
47.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
54.0,ชาย,นครราชสีมา,รถจักรยานยนต์
66.0,หญิง,ตาก,รถจักรยานยนต์
24.0,หญิง,เชียงราย,รถจักรยานยนต์
58.0,หญิง,ยโสธร,รถจักรยานยนต์
55.0,หญิง,นครราชสีมา,รถจักรยานยนต์
45.0,ชาย,ร้อยเอ็ด,รถยนต์
31.0,ชาย,ลพบุรี,รถยนต์
74.0,ชาย,ร้อยเอ็ด,รถยนต์
37.0,ชาย,ตรัง,รถจักรยานยนต์
74.0,ชาย,เชียงราย,รถจักรยานยนต์
20.0,ชาย,ปทุมธานี,รถจักรยานยนต์
